rank,ticker,composite_score,risk_adjusted_score,expected_excess_return,score_z,stage_bucket,market_cap_bucket,severity,clinical_score,financial_score,catalyst_score,pos_score,smart_money_score,confidence_overall,confidence_clinical,confidence_catalyst,conviction_overlap,tier1_conviction_overlap,tier1_count,coinvest_overlap_count,reinforcement_applied,reinforcement_type,thesis_gate_blocked,skip_reason,days_to_catalyst,in_optimal_window,catalyst_score_effective,alpha_60d,momentum_score,momentum_window,valuation_method,mcap_per_asset,ev_multiple,peer_count,si_score,si_crowding_risk,si_squeeze_potential,annualized_vol_pct,vol_bucket,partnership_count,partnership_strength,top_tier_partners,has_fda_designations,designation_types,pipeline_diversity_score,pipeline_risk_profile,program_count,competitive_position,crowding_level,competitor_count,cash_runway_months,survivability_score,ms_composite,ms_fv_discount,ms_capital_efficiency,ms_leverage_health,ms_growth_quality,ms_momentum,ms_moat_quality,ms_regime,ms_confidence
183,ABSI,27.66,26.83,-0.0076,-0.0944,late,small,none,34.96,43.81,28.64,10.70,66.25222683436291441962309844,0.83500,0.95,0.45,3.9333,3.9333,3,3,True,moderate,,,52,True,47.05,-0.4056,20.32,60,mcap_per_trial,21.62,,201,70.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,88.0,broad_portfolio,21,me_too,crowded,8089,28.625291384408392,5.0,68.37,87.69,50,83.47,50,32.99,50,development,1.0
184,ZLAB,27.63,27.63,0.0013,0.0157,late,small,none,35.76,68.45,39.89,10.70,47.75222683436291441962309844,0.87500,0.95,0.65,2.1144,2.1144,3,3,True,weak,,,21,True,58.72,-0.5676,12.66,60,ev_revenue,,20.00,108,68.00,LOW,LOW,,unknown,0,unknown,0,False,,88.0,broad_portfolio,42,me_too,highly_crowded,8167,67.75147416568913,4.0,63.35,81.31,32.64,83.89,53.98,26.99,,commercial,0.88
185,MLTX,27.47,27.47,-0.0082,-0.1023,late,small,none,16.99,64.02,39.56,48.01,62.19432914092713950942253910,0.83000,0.95,0.45,2.4986,2.4986,4,4,True,weak,,,22,True,48.82,-0.0925,43.34,60,mcap_per_trial,107.97,,201,44.00,MEDIUM,LOW,,unknown,0,unknown,0,False,,80.0,broad_portfolio,10,me_too,moderate,25,33.27489377828631,4.0,56.54,56.53,50,74.70,50,46.25,50,development,1.0
186,ACRV,27.31,27.31,-0.0025,-0.0314,mid,micro,none,25.34,59.57,42.78,25.86,75.73699916485804575238619442,0.77000,0.85,0.30,1.2847,1.2847,2,2,True,weak,,,186,False,37.00,-0.1094,42.12,60,mcap_per_trial,17.93,,52,44.00,HIGH,LOW,,unknown,0,unknown,0,False,,64.0,focused,3,me_too,highly_crowded,4569,32.02791773354258,5.0,66.28,80.38,50,83.94,50,40.72,50,development,1.0
187,CLYM,27.04,27.04,-0.0337,-0.4207,mid,small,none,25.34,31.39,58.45,83.62,60.25222683436291441962309844,0.83500,0.95,0.45,1.6701,1.6701,3,3,True,moderate,,,53,True,56.06,1.1803,96.55,60,mcap_per_trial,67.23,,52,61.00,LOW,LOW,,unknown,0,unknown,0,False,,67.0,focused,5,me_too,highly_crowded,1497,26.931432555977377,5.0,62.72,62.81,50,84.86,50,89.25,50,development,1.0
188,KALV,26.91,26.91,-0.0296,-0.3697,late,small,sev1,39.89,21.09,47.97,53.48,47.81012452779868932982365778,0.80000,0.95,0.30,2.8334,2.8334,2,2,True,weak,,,7,True,47.47,0.0014,50.10,60,mcap_per_trial,57.69,,201,78.00,HIGH,EXTREME,,unknown,0,unknown,0,False,,80.0,broad_portfolio,14,me_too,highly_crowded,53,22.921319757134565,-1.0,58.04,67.64,50,53.87,50,73.41,50,development,1.0
189,HUMA,26.85,26.85,-0.0101,-0.1261,late,micro,sev1,54.63,21.50,39.54,28.11,,0.80500,0.95,0.30,,,0,0,False,,True,thesis_gate_triggered,236,False,35.92,-0.5989,11.44,60,mcap_per_trial,15.75,,201,56.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,80.0,broad_portfolio,12,best_in_class,uncrowded,23,17.76491896846434,2.0,59.91,94.95,50,25.00,50,23.50,50,development,1.0
190,CMPS,26.46,26.46,-0.0171,-0.2138,late,small,sev1,39.34,24.59,55.65,24.13,85,0.80000,0.95,0.30,6.5536,6.5536,5,5,True,moderate,,,24,True,66.67,-0.0064,49.54,60,mcap_per_trial,41.29,,201,60.00,LOW,LOW,,unknown,0,unknown,0,False,,76.0,broad_portfolio,15,me_too,highly_crowded,822,16.924559632728812,1.0,63.04,71.25,50,76.93,50,65.18,50,development,1.0
191,ABUS,26.36,26.36,-0.0152,-0.1897,mid,small,none,45.91,21.01,50.94,25.86,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,53,True,46.06,-0.2356,32.10,60,mcap_per_trial,60.14,,52,47.00,LOW,LOW,,unknown,0,unknown,0,False,,78.0,diversified,13,me_too,uncrowded,6122,37.231682603111175,3.0,61.41,64.13,50,84.54,50,54.92,50,development,1.0
192,PGEN,26.31,25.52,-0.0407,-0.5082,late,small,sev1,60.90,8.98,39.54,64.43,48.86500528650954314145117605,0.80500,0.95,0.30,1.6099,1.6099,1,1,False,,,stage_pivotal_not_active,118,False,36.37,0.3112,73.64,60,mcap_per_trial,207.43,,201,59.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,80.0,diversified,8,me_too,uncrowded,5815,12.062700777954097,-2.0,49.84,45.45,50,52.10,50,71.05,50,development,1.0
193,DRUG,26.10,26.10,-0.0364,-0.4553,mid,small,none,42.93,11.58,42.78,55.17,66.25222683436291441962309844,0.77500,0.85,0.30,6.2786,6.2786,3,3,True,weak,,,267,False,35.77,0.4962,84.27,60,mcap_per_trial,258.37,,52,44.00,LOW,LOW,,unknown,0,unknown,0,False,,67.0,focused,3,me_too,moderate,1143,726.6643644865342,5.0,61.03,60.19,50,84.96,50,73.50,50,development,1.0
194,ARTV,25.61,25.61,-0.045,-0.5627,mid,micro,sev1,20.28,20.56,30.34,83.62,74.73699916485804575238619442,0.83000,0.95,0.45,2.5149,2.5149,2,2,True,strong,,,53,True,39.22,0.1278,59.20,60,mcap_per_trial,14.20,,52,48.00,LOW,LOW,,unknown,0,unknown,0,False,,67.0,focused,7,me_too,highly_crowded,5819,23.790665054413545,4.0,70.49,92.97,50,80.49,50,49.26,50,development,1.0
195,RVMD,25.59,23.54,-0.0107,-0.134,late,large,none,23.63,50.22,40.66,10.70,85,0.83500,0.95,0.45,14.1358,14.1358,8,8,True,strong,,,82,False,46.69,0.6528,90.53,60,mcap_per_trial,1090.44,,201,64.00,LOW,LOW,,unknown,0,unknown,0,False,,79.0,diversified,17,me_too,highly_crowded,4594,37.17399274742864,5.0,52.06,36.32,50,79.56,50,80.57,50,development,1.0
196,RAPP,25.45,25.45,-0.0184,-0.2299,mid,small,sev1,16.24,66.36,33.30,55.17,77.63643144749136459922197975,0.80000,0.85,0.45,7.0389,7.0389,5,5,True,strong,,,53,True,31.80,-0.0361,47.40,60,mcap_per_trial,433.24,,52,59.00,LOW,MODERATE,,unknown,0,unknown,0,False,,63.0,focused,3,me_too,highly_crowded,772,98.07417319824125,5.0,67.36,80.95,50,84.04,50,57.97,50,development,1.0
197,KYTX,25.09,24.34,-0.0309,-0.3866,mid,small,sev1,56.73,13.85,47.91,25.86,42.36802222123446424002421713,0.87500,0.95,0.65,1.4879,1.4879,1,1,True,weak,,,22,True,58.74,0.4010,79.41,60,mcap_per_trial,44.60,,52,56.00,LOW,LOW,,unknown,0,unknown,0,False,,78.0,diversified,11,me_too,uncrowded,1267,17.075664349619185,2.0,61.46,62.80,50,84.16,50,66.64,50,development,1.0
198,ZBIO,25.07,23.10,-0.0236,-0.295,late,small,none,27.88,32.89,53.48,10.70,66.25222683436291441962309844,0.83500,0.95,0.45,3.9042,3.9042,3,3,True,moderate,,,34,True,50.39,-0.3992,20.69,60,mcap_per_trial,106.66,,201,53.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,82.0,diversified,10,me_too,highly_crowded,1508,29.10804793235434,4.0,42.08,10.00,50,84.94,50,45.83,50,development,1.0
199,BCAX,24.75,24.75,-0.0177,-0.2218,mid,small,none,16.24,60.18,44.55,25.86,77.69432914092713950942253910,0.71000,0.85,0.30,5.6448,5.6448,4,4,True,moderate,,,144,False,36.73,-0.0327,47.64,60,neutral,463.455328,,0,77.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,46.0,concentrated,2,me_too,highly_crowded,4570,41.9781549886676,5.0,65.20,73.38,50,84.88,50,64.70,50,development,1.0
200,ORKA,24.72,24.72,-0.0323,-0.4036,mid,small,none,9.40,42.72,43.09,83.62,85,0.80500,0.95,0.30,8.9401,8.9401,7,7,True,strong,,,114,False,37.96,0.4408,81.57,60,mcap_per_trial,420.80,,52,79.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,67.0,focused,4,me_too,highly_crowded,1491,62.42714106919364,5.0,66.62,75.12,50,84.69,50,81.58,50,development,1.0
201,PRTA,24.64,24.64,-0.0229,-0.2868,late,small,none,24.13,47.99,33.13,24.13,48.31012452779868932982365778,0.80500,0.95,0.30,2.3721,2.3721,2,2,True,weak,,,15,True,38.04,-0.2199,33.29,60,mcap_per_trial,27.58,,201,61.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,86.0,broad_portfolio,17,me_too,uncrowded,2018,28.303789887928822,5.0,67.70,84.22,50,83.55,50,43.62,50,development,1.0
202,SNDX,24.55,24.55,-0.0133,-0.1658,late,small,sev1,38.78,22.83,63.99,10.70,64.75222683436291441962309844,0.87500,0.95,0.65,3.5124,3.5124,3,3,False,,True,thesis_gate_triggered,23,True,76.60,0.2260,67.18,60,mcap_per_trial,60.70,,201,83.00,MEDIUM,HIGH,,unknown,1,strong,1,False,,88.0,broad_portfolio,51,me_too,highly_crowded,6059,5.1533486860784254,-6.0,58.91,63.60,50,63.32,50,85.04,50,development,1.0
203,SRRK,24.30,24.30,-0.0316,-0.3951,late,mid,sev1,32.02,15.24,39.54,39.80,80.59632343252333298364953773,0.80000,0.95,0.30,8.4808,8.4808,7,7,True,strong,,,114,False,39.36,0.1382,59.95,60,mcap_per_trial,614.08,,201,84.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,82.0,diversified,8,me_too,highly_crowded,6020,19.190011205378582,2.0,60.36,66.69,50,66.00,50,82.76,50,development,1.0
204,CELC,23.62,23.62,-0.0223,-0.2786,late,mid,none,14.27,39.04,56.13,31.84,85,0.87500,0.95,0.65,9.2896,9.2896,6,6,True,moderate,,,22,True,57.84,0.5527,86.73,60,mcap_per_trial,469.74,,201,68.00,MEDIUM,HIGH,,unknown,0,unknown,0,True,"BTD, FT",79.0,diversified,11,me_too,uncrowded,4562,46.71192067145216,3.0,46.94,42.78,50,37.57,50,84.05,50,development,1.0
205,VERA,23.53,23.53,-0.0243,-0.3032,late,mid,none,8.65,53.74,36.66,48.01,72.84677671920060792906944743,0.80500,0.95,0.30,7.6636,7.6636,5,5,True,weak,,,206,False,35.07,0.4784,83.44,60,mcap_per_trial,529.09,,201,77.00,LOW,MODERATE,,unknown,1,strong,1,False,,78.0,diversified,6,me_too,moderate,1262,34.12051746708665,4.0,61.56,66.52,50,74.63,50,76.96,50,development,1.0
206,APGE,23.52,23.52,-0.0518,-0.6476,mid,mid,none,9.40,31.63,36.85,93.97,77.97155007586197045635949258,0.80500,0.95,0.30,8.8611,8.8611,6,6,True,weak,,,206,False,35.23,0.2158,66.40,60,mcap_per_trial,1138.30,,52,78.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,67.0,focused,4,me_too,highly_crowded,1404,38.403918403020135,5.0,57.51,51.06,50,84.21,50,69.69,50,development,1.0
207,TSHA,22.89,22.89,-0.0256,-0.3197,late,small,none,5,52.21,29.81,39.80,85,0.83000,0.95,0.45,11.5082,11.5082,9,9,False,,,stage_pivotal_not_active,,False,50.00,-0.0807,44.19,60,mcap_per_trial,320.83,,201,77.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,68.0,focused,4,best_in_class,uncrowded,14,53.717451523545705,4.0,53.88,56.39,50,55.62,50,62.71,50,development,1.0
208,BIOA,22.74,22.74,-0.0282,-0.3529,mid,small,none,5,64.82,35.88,63.79,78.19432914092713950942253910,0.83500,0.95,0.45,3.716,3.716,4,4,False,,,no_catalyst_data,,False,50.00,1.7396,96.55,60,mcap_per_trial,165.01,,52,44.00,LOW,LOW,,unknown,0,unknown,0,False,,70.0,focused,5,me_too,highly_crowded,2296,63.32104316546763,5.0,50.69,29.43,50,84.37,50,84.08,50,development,1.0
209,LEGN,22.54,20.74,-0.0443,-0.5535,mid,mid,none,34.30,5.14,59.37,25.86,51.72200336253924540177940228,0.74500,0.95,0.45,5.0841,5.0841,4,4,True,weak,,,22,True,49.22,-0.6388,9.97,60,ev_revenue,,7.96,108,59.00,MEDIUM,HIGH,,unknown,2,exceptional,1,False,,84.0,broad_portfolio,37,me_too,highly_crowded,5792,,3.0,61.94,77.99,50,68.79,50,25.24,50,development,1.0
210,RANI,22.30,21.63,-0.0582,-0.7272,early,micro,sev2,75.79,5,66.28,91.23,,0.78000,0.95,0.65,,,0,0,False,,,below_threshold,22,True,70.54,0.0579,54.17,60,mcap_per_trial,29.56,,28,61.00,LOW,MODERATE,,unknown,0,unknown,0,False,,67.0,focused,5,me_too,uncrowded,1006,,3.0,59.99,94.05,50,23.02,50,38.64,50,development,1.0
211,MCRB,22.23,19.84,-0.019,-0.238,late,micro,none,27.12,55.23,29.81,10.70,,0.83500,0.95,0.45,,,0,0,False,,True,thesis_gate_triggered,,False,50.00,-0.2167,33.53,60,ev_cfo,,11.04,77,71.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,82.0,diversified,9,me_too,uncrowded,5835,,4.0,58.35,77.56,60.76,22.52,,42.29,,commercial,0.77
212,ATXS,22.06,22.06,-0.033,-0.4121,late,small,none,10.77,49.05,45.15,48.01,63.25222683436291441962309844,0.83000,0.95,0.45,2.7295,2.7295,3,3,True,moderate,,,83,False,42.09,0.0319,52.30,60,mcap_per_trial,119.69,,201,54.00,LOW,LOW,,unknown,0,unknown,0,False,,76.0,diversified,6,me_too,moderate,125,26.570249143660156,5.0,,,,,,,,unknown,0
213,COLL,21.87,21.87,-0.0343,-0.4293,late,small,none,14.72,52.21,29.81,62.44,,0.80000,0.85,0.45,,,0,0,False,,True,thesis_gate_triggered,,False,50.00,-0.0024,49.83,60,ev_cfo,,10.37,77,80.00,MEDIUM,HIGH,,unknown,0,unknown,0,False,,64.0,focused,3,best_in_class,uncrowded,16,,1.0,53.36,47.36,66.13,23.83,74.14,83.18,,commercial,0.88
214,PACB,21.84,21.84,-0.012,-0.1499,early,small,sev1,18.17,68.45,44.32,40.35,58.0,0.68000,0.65,0.45,1.1562,1.1562,2,2,False,,,stage_early_not_active,,False,50.00,0.1247,58.98,60,neutral,,,0,56.00,LOW,LOW,,unknown,0,unknown,0,False,,35,single_asset,0,unknown,unknown,0,37.420090894844066,-2.0,60.20,86.97,50,32.69,50,57.60,50,development,1.0
215,INBX,21.79,21.79,-0.0465,-0.5812,mid,small,sev1,54.14,5.12,42.78,25.86,66.25222683436291441962309844,0.80500,0.95,0.30,3.5864,3.5864,3,3,True,moderate,,,114,False,39.37,0.4362,81.33,60,mcap_per_trial,177.37,,52,53.00,MEDIUM,MODERATE,,unknown,0,unknown,0,False,,75.0,diversified,7,me_too,highly_crowded,4573,18.431013725018058,1.0,52.39,52.14,50,53.79,50,69.18,50,development,1.0
216,REPL,21.73,20.64,-0.0302,-0.3781,late,small,none,9.92,54.89,46.18,39.80,65.63643144749136459922197975,0.83500,0.95,0.45,4.7097,4.7097,5,5,True,moderate,,,52,True,58.68,-0.2844,28.39,60,mcap_per_trial,34.05,,201,80.00,HIGH,HIGH,,unknown,0,unknown,0,False,,83.0,broad_portfolio,17,me_too,highly_crowded,4556,24.093950654813234,4.0,57.30,62.83,50,69.89,50,34.51,50,development,1.0
217,KROS,21.49,21.49,-0.0262,-0.328,mid,small,none,13.91,77.00,26.38,5.00,72.19432914092713950942253910,0.80000,0.85,0.45,4.0159,4.0159,4,4,False,,,no_catalyst_data,,False,49.07,-0.0732,44.73,60,ev_cfo,,2.00,77,68.00,LOW,LOW,,unknown,0,unknown,0,False,,53.0,focused,2,me_too,highly_crowded,479,,5.0,65.11,49.75,56.66,83.21,90.00,70.03,,commercial,0.88
